x,y,theta
14.400000,0.000000,-0.000000
14.386628,0.000000,-0.000000
14.373238,0.000000,-0.000000
14.359833,0.000000,-0.000000
14.346421,0.000000,-0.000000
14.333007,0.000000,-0.000000
14.319596,0.000000,-0.000000
14.306195,0.000000,-0.000000
14.292809,0.000000,-0.000000
14.279444,0.000000,-0.000000
14.266106,0.000000,-0.000000
14.252800,0.000000,-0.000000
14.239532,0.000000,-0.000000
14.226308,0.000000,-0.000000
14.213133,0.000000,-0.000000
14.200014,0.000000,-0.000000
14.186956,0.000000,-0.000000
14.173965,0.000000,-0.000000
14.161046,0.000000,-0.000000
14.148205,0.000000,-0.000000
14.135448,0.000000,-0.000000
14.122781,0.000000,-0.000000
14.110210,0.000000,-0.000000
14.097740,0.000000,-0.000000
14.085376,0.000000,-0.000000
14.073125,0.000000,-0.000000
14.060993,0.000000,-0.000000
14.048985,0.000000,-0.000000
14.037107,0.000000,-0.000000
14.025364,0.000000,-0.000000
14.013763,0.000000,-0.000000
14.002308,0.000000,-0.000000
13.991007,0.000000,-0.000000
13.979864,0.000000,-0.000000
13.968885,0.000000,-0.000000
13.958077,0.000000,-0.000000
13.947444,0.000000,-0.000000
13.936992,0.000000,-0.000000
13.926728,0.000000,-0.000000
13.916657,0.000000,-0.000000
13.906785,0.000000,-0.000000
13.897117,0.000000,-0.000000
13.887659,0.000000,-0.000000
13.878417,0.000000,-0.000000
13.869396,0.000000,-0.000000
13.860603,0.000000,-0.000000
13.852044,0.000000,-0.000000
13.843723,0.000000,-0.000000
13.835646,0.000000,-0.000000
13.827820,0.000000,-0.000000
13.820250,0.000000,-0.000000
13.812942,0.000000,-0.000000
13.805901,0.000000,-0.000000
13.799134,0.000000,-0.000000
13.792645,0.000000,-0.000000
13.786442,0.000000,-0.000000
13.780528,0.000000,-0.000000
13.774911,0.000000,-0.000000
13.769596,0.000000,-0.000000
13.764589,0.000000,-0.000000
13.759895,0.000000,-0.000000
13.755520,0.000000,-0.000000
13.751470,0.000000,-0.000000
13.747751,0.000000,-0.000000
13.744368,0.000000,-0.000000
13.741327,0.000000,-0.000000
13.738634,0.000000,-0.000000
13.736294,0.000000,-0.000000
13.734314,0.000000,-0.000000
13.732699,0.000000,-0.000000
13.731454,0.000000,-0.000000
13.730586,0.000000,-0.000000
13.730101,0.000000,-0.000000
13.730003,0.000000,0.000000
13.730299,0.000000,0.000000
13.730995,0.000000,0.000000
13.732095,0.000000,0.000000
13.733607,0.000000,0.000000
13.735535,0.000000,0.000000
13.737886,0.000000,0.000000
13.740665,0.000000,0.000000
13.743877,0.000000,0.000000
13.747530,0.000000,0.000000
13.751627,0.000000,0.000000
13.756176,0.000000,0.000000
13.761181,0.000000,0.000000
13.766649,0.000000,0.000000
13.772586,0.000000,0.000000
13.778996,0.000000,0.000000
13.785886,0.000000,0.000000
13.793261,0.000000,0.000000
13.801128,0.000000,0.000000
13.809492,0.000000,0.000000
13.818358,0.000000,0.000000
13.827733,0.000000,0.000000
13.837622,0.000000,0.000000
13.848032,0.000000,0.000000
13.858973,0.000000,0.000000
13.870458,0.000000,0.000000
13.882499,0.000000,0.000000
13.895110,0.000000,0.000000
13.908302,0.000000,0.000000
13.922088,0.000000,0.000000
13.936480,0.000000,0.000000
13.951492,0.000000,0.000000
13.967135,0.000000,0.000000
13.983422,0.000000,0.000000
14.000366,0.000000,0.000000
14.017978,0.000000,0.000000
14.036273,0.000000,0.000000
14.055261,0.000000,0.000000
14.074956,0.000000,0.000000
14.095370,0.000000,0.000000
14.116516,0.000000,0.000000
14.138406,0.000000,0.000000
14.161053,0.000000,0.000000
